ts,text,sentiment,urgency,aspects
2025-08-15T07:49:43.149552Z,Works great,positive,low,
2025-08-15T07:49:43.164805Z,Perfect fit for my Samsung Galaxy S II and Samsung Galaxy Note II works perfect and the cable length is as decribed,positive,low,
2025-08-15T07:49:43.173503Z,"I only buy these because they sound good, the battery last for a long time and the unit it self lasts for about 2 years if you take care if it( don't bend the mic the wrong way too far). I have had 4 so far and as long as I can buy them this is the only one I will buy!",positive,low,
2025-08-15T07:49:43.186163Z,I purchased the Garmin NUVI 200 for about $125. This is a great GPS for the money. Does what it is supposed to do and does it very well. Not sure what bells and whistles this unit doesn't have but gives me great directions. I would recommend GARMIN over all others based on my experience.,positive,low,precio
2025-08-15T07:49:43.194257Z,Rusted after only a few months,neutral,low,
2025-08-15T07:49:43.202072Z,"I've purchased two of these phones over the years. It's been several years since I bought this one for my daughter. Personally I prefer the clamshell type of phone, but my daughter has moved on to the smartphones. Anyway, at the time these were first put out, they were amazing phones. Very sleek, very useful, tons of features. The only really annoying trait of all of the Moto Razr phones is that the glass is horribly thin and flimsy, and is very easy to break (both inner and outer glass). Good luck finding replacement glass for it - and when you do, expect to pay $15 bucks for it. When you replace the glass, if you don't position it just right, it's easy to break again, because it will be possible to put too much pressure on it. It's not possible to remove it and reposition it, because the glue is so sticky and the glass so thin, that you'll break it just getting it off again. These days you can buy a flip phone with more features for $30 bucks. Yes, I still prefer flip phones. They call them ""throw back"" phones now. Funny, I just call them a good buy :) But not this one, not any more. Skip this and get something newer.",positive,low,precio
2025-08-15T07:49:43.209643Z,I bought this product about 2 years ago. I use Verizon cell phones and a Verizon wireless card. I have seen very little or no improvement with my reception. I have a friend that uses ATT&T. It improved his reception by one to two bars.,neutral,low,
2025-08-15T07:49:43.217373Z,"its good replacement for my old trackball that broke, but it feels small like its going break, and not very response like my old one",positive,low,
2025-08-15T07:49:43.242598Z,"worked well for a couple of months, then the ring around the track ball came loose.",neutral,low,
2025-08-15T07:49:43.250863Z,"Attractive little item, but the interior space is too small. Fitting my reading glasses into the space bent them! I was able to have them re-adjusted free of charge, but certainly will not use this again.",neutral,low,
2025-08-15T07:49:43.259264Z,"I've been using the Treo 700W for three months and I absolutely love the set of features it offers. The wireless sync for email/calendar/contacts/notes with the desktop works perfectly. The media player, wireless internet connection and camera are nice too. I can create play lists in Windows Media Player on my desktop and when I connect the Treo using the USB cable my play lists are automatically synced to the storage card. I have two major complaints about this phone. First of all, it's like Windows 95 -- I have to ""reboot"" it every day -- and I don't have any extra software installed other than what comes with the phone. People will frequently tell me they called and got voice mail but my phone did not ring -- when I try to turn on the phone it won't turn on. I have to remove the battery cover and use the stylus to push the reset button. If it's going to lock up that much, at least they should make the reset button more easily accessible. Second, my favorite feature, the voice commands, frequently just doesn't work. When it does work it's incredible -- you push the button on the wired headset and say the right command and you can play music, call any one of your contacts, and I believe you can do other things I haven't tried yet. But 80% of the time you push the button and nothing happens. Very disappointing.",positive,low,
